campus;categoria;curso;cor/raça;possui_necessidade_especial;necessidades_especiais
CAMPUS IBIRAMA;Discente;O USO DE IMAGENS NO ENSINO DE HISTÓRIA;Parda;Não;
CAMPUS IBIRAMA;Técnico Administrativo;;Não Informado;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;O USO DE IMAGENS NO ENSINO DE HISTÓRIA;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Docente;;Não Informado;;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Não declarada;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;FORMAÇÃO DE PROFESSORES EM ENSINO DE LEITURA;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Docente;;Não Informado;;
CAMPUS IBIRAMA;Técnico Administrativo;;Não Informado;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM VESTUÁRIO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;CURSO DE ESPECIALIZAÇÃO LATO SENSU EM EDUCAÇÃO E INTERDISCIPLINARIDADE;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Docente;;Não Informado;;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS IBIRAMA;Docente;;Não Informado;;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;O USO DE IMAGENS NO ENSINO DE HISTÓRIA;Branca;Não;
CAMPUS IBIRAMA;Docente;;Não Informado;;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS IBIRAMA;Discente;FORMAÇÃO DE PROFESSORES EM ENSINO DE LEITURA;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Docente;;Não Informado;;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Preta;Não;
CAMPUS IBIRAMA;Discente;DESIGN DE MODA;Não declarada;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Não declarada;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;FORMAÇÃO DE PROFESSORES EM ENSINO DE LEITURA;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;DESIGN DE MODA;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Preta;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;DESIGN DE MODA;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;PARTIU IF - IBI;Não declarada;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Indígena;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM VESTUÁRIO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM VESTUÁRIO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM VESTUÁRIO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;PARTIU IF - IBI;Não declarada;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Preta;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Deficiência Visual (Baixa Visão)
CAMPUS IBIRAMA;Discente;ATENDIMENTO AO PÚBLICO;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;PARTIU IF - IBI;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;FORMAÇÃO DE PROFESSORES EM ENSINO DE LEITURA;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM VESTUÁRIO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;DESIGN DE MODA;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;FORMAÇÃO DE PROFESSORES EM ENSINO DE LEITURA;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Preta;Não;
CAMPUS IBIRAMA;Técnico Administrativo;;Não Informado;Não;
CAMPUS IBIRAMA;Discente;O USO DE IMAGENS NO ENSINO DE HISTÓRIA;Preta;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;DESIGN DE MODA;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Preta;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Transtorno do Espectro Autista (TEA)
CAMPUS IBIRAMA;Discente;PARTIU IF - IBI;Não declarada;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Transtorno de Déficit de Atenção e Hiperatividade (TDAH)
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;FORMAÇÃO DE PROFESSORES EM ENSINO DE LEITURA;Preta;Não;
CAMPUS IBIRAMA;Discente;MODA AUTORAL;Branca;Não;
CAMPUS IBIRAMA;Docente;;Não Informado;;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Técnico Administrativo;;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;O USO DE IMAGENS NO ENSINO DE HISTÓRIA;Indígena;Não;
CAMPUS IBIRAMA;Docente;;Não Informado;;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;MODA AUTORAL;Preta;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Técnico Administrativo;;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;O USO DE IMAGENS NO ENSINO DE HISTÓRIA;Parda;Não;
CAMPUS IBIRAMA;Discente;O USO DE IMAGENS NO ENSINO DE HISTÓRIA;Parda;Não;
CAMPUS IBIRAMA;Docente;;Não Informado;;
CAMPUS IBIRAMA;Docente;;Não Informado;;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;FORMAÇÃO DE PROFESSORES EM ENSINO DE LEITURA;Parda;Não;
CAMPUS IBIRAMA;Discente;O USO DE IMAGENS NO ENSINO DE HISTÓRIA;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;ATENDIMENTO AO PÚBLICO;Preta;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Transtorno de Déficit de Atenção e Hiperatividade (TDAH)
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Preta;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;O USO DE IMAGENS NO ENSINO DE HISTÓRIA;Branca;Não;
CAMPUS IBIRAMA;Docente;;Não Informado;;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;PARTIU IF - IBI;Não declarada;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Preta;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;O USO DE IMAGENS NO ENSINO DE HISTÓRIA;Parda;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM ADMINISTRAÇÃO INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Transtorno de Déficit de Atenção e Hiperatividade (TDAH), Transtorno Opositor Desafiador (TOD)
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Parda;Não;
CAMPUS IBIRAMA;Discente;INCLUSÃO NA EDUCAÇÃO - ÊNFASE EM AUTISMO E TDAH;Branca;Não;
CAMPUS IBIRAMA;Discente;ATENDIMENTO AO PÚBLICO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS IBIRAMA;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
